scenario_id,country,year,dispatch_mode,objective,required_bess_power_mw,required_bess_energy_mwh,required_bess_duration_h,far_before,far_after,far_before_trivial,far_after_trivial,h_negative_before,h_negative_after,h_below_5_before,h_below_5_after,delta_h_negative,delta_h_below_5,baseload_price_before,baseload_price_after,capture_ratio_pv_before,capture_ratio_pv_after,capture_ratio_wind_before,capture_ratio_wind_after,delta_capture_ratio_pv,delta_capture_ratio_wind,surplus_unabs_energy_before,surplus_unabs_energy_after,pv_capture_price_before,pv_capture_price_after,wind_capture_price_before,wind_capture_price_after,days_spread_gt50_before,days_spread_gt50_after,avg_daily_spread_before,avg_daily_spread_after,low_residual_share_before,low_residual_share_after,sr_hours_share_before,sr_hours_share_after,ir_p10_before,ir_p10_after,turned_off_family_low_price,turned_off_family_physical,turned_off_family_value_pv,turned_off_family_value_wind,turned_off_family_any,revenue_bess_price_taker,soc_min,soc_max,soc_start_mwh,soc_end_mwh,soc_end_target_mwh,charge_max,discharge_max,charge_sum_mwh,discharge_sum_mwh,simultaneous_charge_discharge_hours,eta_roundtrip,eta_charge,eta_discharge,soc_boundary_mode,engine_version,compute_time_sec,cache_hit,bess_power_mw,duration_h,bess_energy_mwh
FLEX_UP,ES,2035,SURPLUS_FIRST,LOW_PRICE_TARGET,500.0,4000.0,8.0,1.0,1.0,True,True,0,0,0,0,0.0,0.0,99.33939079276848,94.96077428391384,0.9278965071329806,0.9637300329512624,0.9739284136200452,0.9844606779982666,0.0358335258182819,0.0105322643782215,0.0,0.0,92.17667373732804,91.51655012971368,96.74945528478273,93.48514823478216,195,53,44.79691312072645,21.64128050820037,0.1,0.1,0.0,0.0,0.0755906075309945,0.0755906075309945,True,False,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88,0.938083151964686,0.938083151964686,ZERO_END,v2.2.1,1.2897075000000768,True,500.0,8.0,4000.0
FLEX_UP,ES,2035,SURPLUS_FIRST,LOW_PRICE_TARGET,750.0,1500.0,2.0,1.0,1.0,True,True,0,0,0,0,0.0,0.0,99.33939079276848,94.96077428391384,0.9278965071329806,0.9637300329512624,0.9739284136200452,0.9844606779982666,0.0358335258182819,0.0105322643782215,0.0,0.0,92.17667373732804,91.51655012971368,96.74945528478273,93.48514823478216,195,53,44.79691312072645,21.64128050820037,0.1,0.1,0.0,0.0,0.0755906075309945,0.0755906075309945,True,False,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88,0.938083151964686,0.938083151964686,ZERO_END,v2.2.1,1.2897075000000768,True,750.0,2.0,1500.0
FLEX_UP,ES,2035,SURPLUS_FIRST,LOW_PRICE_TARGET,750.0,3000.0,4.0,1.0,1.0,True,True,0,0,0,0,0.0,0.0,99.33939079276848,94.96077428391384,0.9278965071329806,0.9637300329512624,0.9739284136200452,0.9844606779982666,0.0358335258182819,0.0105322643782215,0.0,0.0,92.17667373732804,91.51655012971368,96.74945528478273,93.48514823478216,195,53,44.79691312072645,21.64128050820037,0.1,0.1,0.0,0.0,0.0755906075309945,0.0755906075309945,True,False,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88,0.938083151964686,0.938083151964686,ZERO_END,v2.2.1,1.2897075000000768,True,750.0,4.0,3000.0
FLEX_UP,ES,2035,SURPLUS_FIRST,LOW_PRICE_TARGET,750.0,4500.0,6.0,1.0,1.0,True,True,0,0,0,0,0.0,0.0,99.33939079276848,94.96077428391384,0.9278965071329806,0.9637300329512624,0.9739284136200452,0.9844606779982666,0.0358335258182819,0.0105322643782215,0.0,0.0,92.17667373732804,91.51655012971368,96.74945528478273,93.48514823478216,195,53,44.79691312072645,21.64128050820037,0.1,0.1,0.0,0.0,0.0755906075309945,0.0755906075309945,True,False,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88,0.938083151964686,0.938083151964686,ZERO_END,v2.2.1,1.2897075000000768,True,750.0,6.0,4500.0
FLEX_UP,ES,2035,SURPLUS_FIRST,LOW_PRICE_TARGET,750.0,6000.0,8.0,1.0,1.0,True,True,0,0,0,0,0.0,0.0,99.33939079276848,94.96077428391384,0.9278965071329806,0.9637300329512624,0.9739284136200452,0.9844606779982666,0.0358335258182819,0.0105322643782215,0.0,0.0,92.17667373732804,91.51655012971368,96.74945528478273,93.48514823478216,195,53,44.79691312072645,21.64128050820037,0.1,0.1,0.0,0.0,0.0755906075309945,0.0755906075309945,True,False,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88,0.938083151964686,0.938083151964686,ZERO_END,v2.2.1,1.2897075000000768,True,750.0,8.0,6000.0
FLEX_UP,ES,2035,SURPLUS_FIRST,LOW_PRICE_TARGET,1000.0,2000.0,2.0,1.0,1.0,True,True,0,0,0,0,0.0,0.0,99.33939079276848,94.96077428391384,0.9278965071329806,0.9637300329512624,0.9739284136200452,0.9844606779982666,0.0358335258182819,0.0105322643782215,0.0,0.0,92.17667373732804,91.51655012971368,96.74945528478273,93.48514823478216,195,53,44.79691312072645,21.64128050820037,0.1,0.1,0.0,0.0,0.0755906075309945,0.0755906075309945,True,False,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88,0.938083151964686,0.938083151964686,ZERO_END,v2.2.1,1.2897075000000768,True,1000.0,2.0,2000.0
FLEX_UP,ES,2035,SURPLUS_FIRST,LOW_PRICE_TARGET,1000.0,4000.0,4.0,1.0,1.0,True,True,0,0,0,0,0.0,0.0,99.33939079276848,94.96077428391384,0.9278965071329806,0.9637300329512624,0.9739284136200452,0.9844606779982666,0.0358335258182819,0.0105322643782215,0.0,0.0,92.17667373732804,91.51655012971368,96.74945528478273,93.48514823478216,195,53,44.79691312072645,21.64128050820037,0.1,0.1,0.0,0.0,0.0755906075309945,0.0755906075309945,True,False,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88,0.938083151964686,0.938083151964686,ZERO_END,v2.2.1,1.2897075000000768,True,1000.0,4.0,4000.0
FLEX_UP,ES,2035,SURPLUS_FIRST,LOW_PRICE_TARGET,1000.0,6000.0,6.0,1.0,1.0,True,True,0,0,0,0,0.0,0.0,99.33939079276848,94.96077428391384,0.9278965071329806,0.9637300329512624,0.9739284136200452,0.9844606779982666,0.0358335258182819,0.0105322643782215,0.0,0.0,92.17667373732804,91.51655012971368,96.74945528478273,93.48514823478216,195,53,44.79691312072645,21.64128050820037,0.1,0.1,0.0,0.0,0.0755906075309945,0.0755906075309945,True,False,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88,0.938083151964686,0.938083151964686,ZERO_END,v2.2.1,1.2897075000000768,True,1000.0,6.0,6000.0
FLEX_UP,ES,2035,SURPLUS_FIRST,LOW_PRICE_TARGET,1000.0,8000.0,8.0,1.0,1.0,True,True,0,0,0,0,0.0,0.0,99.33939079276848,94.96077428391384,0.9278965071329806,0.9637300329512624,0.9739284136200452,0.9844606779982666,0.0358335258182819,0.0105322643782215,0.0,0.0,92.17667373732804,91.51655012971368,96.74945528478273,93.48514823478216,195,53,44.79691312072645,21.64128050820037,0.1,0.1,0.0,0.0,0.0755906075309945,0.0755906075309945,True,False,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88,0.938083151964686,0.938083151964686,ZERO_END,v2.2.1,1.2897075000000768,True,1000.0,8.0,8000.0
FLEX_UP,ES,2035,SURPLUS_FIRST,LOW_PRICE_TARGET,1500.0,3000.0,2.0,1.0,1.0,True,True,0,0,0,0,0.0,0.0,99.33939079276848,94.96077428391384,0.9278965071329806,0.9637300329512624,0.9739284136200452,0.9844606779982666,0.0358335258182819,0.0105322643782215,0.0,0.0,92.17667373732804,91.51655012971368,96.74945528478273,93.48514823478216,195,53,44.79691312072645,21.64128050820037,0.1,0.1,0.0,0.0,0.0755906075309945,0.0755906075309945,True,False,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88,0.938083151964686,0.938083151964686,ZERO_END,v2.2.1,1.2897075000000768,True,1500.0,2.0,3000.0
FLEX_UP,ES,2035,SURPLUS_FIRST,LOW_PRICE_TARGET,1500.0,6000.0,4.0,1.0,1.0,True,True,0,0,0,0,0.0,0.0,99.33939079276848,94.96077428391384,0.9278965071329806,0.9637300329512624,0.9739284136200452,0.9844606779982666,0.0358335258182819,0.0105322643782215,0.0,0.0,92.17667373732804,91.51655012971368,96.74945528478273,93.48514823478216,195,53,44.79691312072645,21.64128050820037,0.1,0.1,0.0,0.0,0.0755906075309945,0.0755906075309945,True,False,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88,0.938083151964686,0.938083151964686,ZERO_END,v2.2.1,1.2897075000000768,True,1500.0,4.0,6000.0
FLEX_UP,ES,2035,SURPLUS_FIRST,LOW_PRICE_TARGET,1500.0,9000.0,6.0,1.0,1.0,True,True,0,0,0,0,0.0,0.0,99.33939079276848,94.96077428391384,0.9278965071329806,0.9637300329512624,0.9739284136200452,0.9844606779982666,0.0358335258182819,0.0105322643782215,0.0,0.0,92.17667373732804,91.51655012971368,96.74945528478273,93.48514823478216,195,53,44.79691312072645,21.64128050820037,0.1,0.1,0.0,0.0,0.0755906075309945,0.0755906075309945,True,False,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88,0.938083151964686,0.938083151964686,ZERO_END,v2.2.1,1.2897075000000768,True,1500.0,6.0,9000.0
FLEX_UP,ES,2035,SURPLUS_FIRST,LOW_PRICE_TARGET,1500.0,12000.0,8.0,1.0,1.0,True,True,0,0,0,0,0.0,0.0,99.33939079276848,94.96077428391384,0.9278965071329806,0.9637300329512624,0.9739284136200452,0.9844606779982666,0.0358335258182819,0.0105322643782215,0.0,0.0,92.17667373732804,91.51655012971368,96.74945528478273,93.48514823478216,195,53,44.79691312072645,21.64128050820037,0.1,0.1,0.0,0.0,0.0755906075309945,0.0755906075309945,True,False,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88,0.938083151964686,0.938083151964686,ZERO_END,v2.2.1,1.2897075000000768,True,1500.0,8.0,12000.0
